id,text,author
id26851,"On no one spot of its surface could I put my finger and say, here is safety.",MWS
id02353,"I know not where I was born, save that the castle was infinitely old and infinitely horrible; full of dark passages and having high ceilings where the eye could find only cobwebs and shadows.",HPL
id11171,"And the chin, with its dimples, as in health, might it not be hers?",EAP
id26394,"""I know it,"" I replied, ""and I am going to see in what condition the poor fellow is.""",MWS
id22187,My impression is of a small seaport.,HPL
id17291,Detain me here forever if you will; confine or execute me if you must have a victim to propitiate the illusion you call justice; but I can say no more than I have said already.,HPL
id01915,"The old man felt the system of universal nature which he had so long studied and adored, slide from under him, and he stood among the dead, and lifted his voice in curses.",MWS
id01434,The name of my friend was Woodville.,MWS
id17494,About me in my exhaustion I could see only strange walls and windows and old gambrel roofs.,HPL
id21043,"I improved, however, sensibly in this science, but not sufficiently to follow up any kind of conversation, although I applied my whole mind to the endeavour, for I easily perceived that, although I eagerly longed to discover myself to the cottagers, I ought not to make the attempt until I had first become master of their language, which knowledge might enable me to make them overlook the deformity of my figure, for with this also the contrast perpetually presented to my eyes had made me acquainted.",MWS
id09836,"This lady, my particular old friend Madame Joyeuse, is as absolutely sane as myself.",EAP
id24202,"In spite of the intense labour and wonderful discoveries of modern philosophers, I always came from my studies discontented and unsatisfied.",MWS
id27260,Yet that is over now: Clerval writes that indeed you are getting better.,MWS
id06380,"The right arm hung over the balustrade of the box, and thrilled every nerve of my frame with its exquisite symmetry.",EAP
id22686,"If the acquisition of power in the shape of wealth caused this alteration, that power should they feel as an iron yoke.",MWS
id26250,The inhabitants of this world suffer so much pain.,MWS
id09315,"They knew all that was occurring in the universe, but Their mode of speech was transmitted thought.",HPL
id12367,"""Even this division,"" said I, ""leaves me still in the dark.""",EAP
id14949,After more aeons of descent I saw some side passages or burrows leading from unknown recesses of blackness to this shaft of nighted mystery.,HPL
id25417,"I found him at work in his rooms, and at once conceded from the specimens scattered about that his genius is indeed profound and authentic.",HPL
id15146,In the mean time I made no remark.,EAP
id16765,"My aspect was a matter equally unthought of, for there were no mirrors in the castle, and I merely regarded myself by instinct as akin to the youthful figures I saw drawn and painted in the books.",HPL
id23274,"At the age of sixteen I had shot up in appearance to man's estate; I was tall and athletic; I was practised to feats of strength, and inured to the inclemency of the elements.",MWS
id22807,"His main wish, more particularly now that he witnessed the abject dwelling of the artist, was to relieve one, possessed of talent, but depressed by want.",MWS
id08951,She indeed gained the resignation she desired.,MWS
id13977,"Certainly, the events of that evening greatly changed George Birch.",HPL
id19337,"It was definitely known that they had come to bear away the great image of Tyché and bring eternal honour to Musides, so their reception by the proxenoi was of great warmth.",HPL
id16106,"Opprobrious epithets were bandied about, resistance even to the death threatened; meetings of the populace disturbed the quiet order of the country; except in war, how could all this end?",MWS
id05468,"Since my arrival here I have not for a moment ceased to feel the hell of passion which has been implanted in me to burn untill all be cold, and stiff, and dead.",MWS
id05241,"Yet not until the last instance, amid the most convulsive writhings of her fierce spirit, was shaken the external placidity of her demeanor.",EAP
id10215,"The river descends rapidly and winds between hills, not high, but steep, and of beautiful forms.",MWS
id13714,"He usually finished his experiments with a revolver, but a few times he had not been quick enough.",HPL
id18573,"It was already dusk before we thought of returning; and then we discovered that William and Ernest, who had gone on before, were not to be found.",MWS
id22767,"He was too much of an animal, too little a man; yet it is through his deficiency that you have come to discover me, for the cosmic and planet souls rightly should never meet.",HPL
id25390,"We were too late for the elevated, and walked back downtown through Hanover Street.",HPL
id09288,"""Why, as for that, a madman is not necessarily a fool, as I have already observed; and it is my honest opinion that his treatment was a much better treatment than that which it superseded.",EAP
