id,text,author
id20539,Briden looked back went mad laughing shrilly kept laughing intervals till death found one night cabin whilst Johansen wandering deliriously,HPL
id19740,Moreover occupations always made chime ordinary habitudes fellowmen,EAP
id06471,To man Iranon spoke many others Canst thou tell I may find Aira city marble beryl flows hyaline Nithra falls tiny Kra sing verdant valleys hills forested yath trees,HPL
id15807,Were I misanthropic said locale would suit,EAP
id12419,In childhood shunned house vacant barren gnarled terrible old trees long queerly pale grass nightmarishly misshapen weeds high terraced yard birds never lingered,HPL
id14753,He found name good passport preferment procured situation private secretary Ambassador Vienna I enter career best auspices,MWS
id26980,There reasons I would glad let war separate us reasons I found practice medicine companionship West irritating gone Ottawa colleague influence secured medical commission Major I could resist imperious persuasion one determined I accompany usual capacity,HPL
id15735,But I claim pity redress I determined seek justice I vainly attempted gain wore human form,MWS
id12769,I strove think grandeur glaring infamy planting gold enwoven flag beside tarnished tattered banner proclaimed superiority debasement,MWS
id07126,I dwell longer I need disastrous circumstances,MWS
id18509,Geographically lay two miles northwest base Tempest Mountain three miles oak girt mansion,HPL
id09082,D replied Dupin desperate man man nerve,EAP
id04092,Upon honor said I Nose asked,EAP
id07307,I heard next morning steward upon arrival terrible state mind passed first night garden lying damp grass sleep groaned perpetually,MWS
id13237,Then lock connecting door room softly tried,HPL
id03208,This probably done view arousing sleep,EAP
id11259,It moment eyes mine also fell upon scrap parchment I supposed paper,EAP
id22787,On throat marks murderous hands left ankle distressing rat bite,HPL
id06383,Everything related bears reference accursed origin whole detail series disgusting circumstances produced set view minutest description odious loathsome person given language painted horrors rendered mine indelible,MWS
id24551,When reached tree Legrand turned Jupiter asked thought could climb,EAP
id18094,I gave pretty nearly account former pursuits I given fellow professor,MWS
id00620,Thus I left ponder human creature within great fortress utter solitude mind began cease vain protest impending doom become almost reconciled fate many ancestors met,HPL
id27408,As music went ideas seemed quit mortal dwelling house shook pinions began flight sailing placid current thought filling creation new glory rousing sublime imagery else slept voiceless,MWS
id02872,I waited letters feverish impatience delayed I miserable overcome thousand fears arrived I saw superscription Elizabeth father I hardly dared read ascertain fate,MWS
id13378,It madness hypocrisy doubt,EAP
id06108,But even acute moment chief horror something apart immediate weakness defences,HPL
id27149,Trade fallin mills losin business even new ones best menfolks kilt privateerin War lost Elizy brig Ranger snow em Gilman venters,HPL
id22652,One fine February day sun reassumed genial power I walked forest family,MWS
id21224,Ingenuity Your diddler ingenious,EAP
id14826,reef swimmin harbour Manuxet,HPL
id14600,At time Lord Raymond returned Greece,MWS
id13204,Bread water tame blood solitary confinement inspire gentle thoughts,MWS
id27106,The moon distance earth round numbers miles,EAP
id24102,I carried pistols dagger constantly ever watch prevent artifice means gained greater degree tranquillity,MWS
id21512,This accident loss insurance serious loss hair whole singed fire predisposed serious impressions finally I made mind take wife,EAP
id24294,As crossed direct line vision affected forms upon passing side images impressed idea shrieks groans dismal expressions terror horror wo,EAP
id17416,So entirely secluded fact inaccessible except series accidents entrance ravine means impossible I indeed first adventurer first sole adventurer ever penetrated recesses,EAP
id13943,In ceasing departed abruptly entered,EAP
id04656,one led way clad ghoulishly humped black coat striped trousers man felt hat perched shapeless thing answered head,HPL
id08804,We could understand say could understood notion primum mobile ever obtruded could understood manner might made objects humanity either temporal eternal,EAP
id01626,The event circumstances tremendous existence subterranean space mad theories terrible confirmation,HPL
id22132,The gentle words Agatha animated smiles charming Arabian,MWS
id24059,Alas Life obstinate clings closest hated,MWS
id10319,The voice however still puzzled little even apparent mystery speedily cleared,EAP
id04715,Gilman dreams consisted largely plunges limitless abysses inexplicably coloured twilight bafflingly disordered sound abysses whose material gravitational properties whose relation entity could even begin explain,HPL
id07576,I struck improvement appeared health Adrian,MWS
id20788,Are better sir said,MWS
id27005,Another woman confirmed account fishermen brought body house cold,MWS
id02682,I could find room doubt evidence senses seldom called subject wonder extent human credulity smile vivid force imagination I hereditarily possessed,EAP
id16180,His appearance different I ever seen flight somewhat surprised,MWS
id01549,I thy creature I even mild docile natural lord king thou wilt also perform thy part thou owest,MWS
id26168,The insane yarn I heard aged drunkard promise pleasant dreams I felt I must keep image wild watery eyes far possible imagination,HPL
id22584,Here divesting clothes reason cannot die born I threw headlong current sole witness fate solitary crow seduced eating brandy saturated corn staggered away fellows,EAP
id16703,At wave hand deliverers hurried tumultuously away,EAP
id05379,You seen,EAP
id17025,And midst continuous braying donkey arose,EAP
id07009,There none exotic technique see Sidney Sime none trans Saturnian landscapes lunar fungi Clark Ashton Smith uses freeze blood,HPL
id20058,For Arthur Munroe dead,HPL
id20975,Nor I doubt tranquillity family circle Windsor would recover degree composure end happiness,MWS
id15401,These Great Old Ones Castro continued composed altogether flesh blood,HPL
id18143,Having thus fathomed satisfaction intentions Jehovah intentions built innumerable systems mind,EAP
id22919,No man could crush butterfly wheel better effect man better cover speedy retreat powerful adversary,MWS
id19258,In fact write upon theme necessary hanged,EAP
id02011,Their still apparent union permitted much woman could end present remedy encreasing negligence Protector seized paroxysm insanity trampled ceremony order duty gave license,MWS
id19374,When old woman began turn toward fled precipitately bridge shelter town labyrinthine waterfront alleys,HPL
id23978,The rooks cawed loudly trees mixed hoarse cries I heard lively strain music,MWS
