,text,author
262,"Her hair was the brightest living gold, and despite the poverty of her clothing, seemed to set a crown of distinction on her head.",MWS
263,"Her brow was clear and ample, her blue eyes cloudless, and her lips and the moulding of her face so expressive of sensibility and sweetness that none could behold her without looking on her as of a distinct species, a being heaven-sent, and bearing a celestial stamp in all her features.",MWS
264,"The peasant woman, perceiving that my mother fixed eyes of wonder and admiration on this lovely girl, eagerly communicated her history.",MWS
265,"She was not her child, but the daughter of a Milanese nobleman.",MWS
266,Her mother was a German and had died on giving her birth.,MWS
267,The infant had been placed with these good people to nurse: they were better off then.,MWS
268,"They had not been long married, and their eldest child was but just born.",MWS
269,"The father of their charge was one of those Italians nursed in the memory of the antique glory of Italy—one among the _schiavi ognor frementi,_ who exerted himself to obtain the liberty of his country.",MWS
270,He became the victim of its weakness.,MWS
271,Whether he had died or still lingered in the dungeons of Austria was not known.,MWS
272,His property was confiscated; his child became an orphan and a beggar.,MWS
273,"She continued with her foster parents and bloomed in their rude abode, fairer than a garden rose among dark-leaved brambles.",MWS
274,"When my father returned from Milan, he found playing with me in the hall of our villa a child fairer than pictured cherub—a creature who seemed to shed radiance from her looks and whose form and motions were lighter than the chamois of the hills.",MWS
275,The apparition was soon explained.,MWS
276,With his permission my mother prevailed on her rustic guardians to yield their charge to her.,MWS
277,They were fond of the sweet orphan.,MWS
278,"Her presence had seemed a blessing to them, but it would be unfair to her to keep her in poverty and want when Providence afforded her such powerful protection.",MWS
279,"They consulted their village priest, and the result was that Elizabeth Lavenza became the inmate of my parents’ house—my more than sister—the beautiful and adored companion of all my occupations and my pleasures.",MWS
280,"The passionate and almost reverential attachment with which all regarded her became, while I shared it, my pride and my delight.",MWS
281,"On the evening previous to her being brought to my home, my mother had said playfully, “I have a pretty present for my Victor—tomorrow he shall have it.”  And when, on the morrow, she presented Elizabeth to me as her promised gift, I, with childish seriousness, interpreted her words literally and looked upon Elizabeth as mine—mine to protect, love, and cherish.",MWS
282,All praises bestowed on her I received as made to a possession of my own.,MWS
283,We called each other familiarly by the name of cousin.,MWS
284,"No word, no expression could body forth the kind of relation in which she stood to me—my more than sister, since till death she was to be mine only.",MWS
285,Chapter 2  We were brought up together; there was not quite a year difference in our ages.,MWS
286,I need not say that we were strangers to any species of disunion or dispute.,MWS
287,"Harmony was the soul of our companionship, and the diversity and contrast that subsisted in our characters drew us nearer together.",MWS
288,"Elizabeth was of a calmer and more concentrated disposition; but, with all my ardour, I was capable of a more intense application and was more deeply smitten with the thirst for knowledge.",MWS
289,"She busied herself with following the aerial creations of the poets; and in the majestic and wondrous scenes which surrounded our Swiss home —the sublime shapes of the mountains, the changes of the seasons, tempest and calm, the silence of winter, and the life and turbulence of our Alpine summers—she found ample scope for admiration and delight.",MWS
290,"While my companion contemplated with a serious and satisfied spirit the magnificent appearances of things, I delighted in investigating their causes.",MWS
291,The world was to me a secret which I desired to divine.,MWS
292,"Curiosity, earnest research to learn the hidden laws of nature, gladness akin to rapture, as they were unfolded to me, are among the earliest sensations I can remember.",MWS
